node,throughput,latency,receivedByte,numCoding
0,inf,0,77700,25
1,inf,0,102600,204
2,inf,0,72200,116
3,inf,0,53800,23
4,inf,0,51500,0
5,inf,0,89500,151
6,inf,0,78800,116
7,inf,0,54900,16
8,inf,0,56700,0
9,inf,0,60100,0
10,inf,0,76000,0
11,inf,0,71000,0
12,inf,0,77200,0
13,inf,0,71300,0
14,inf,0,88300,0
15,inf,0,94400,57
16,inf,0,39500,0
17,inf,0,45100,18
18,inf,0,25900,32
19,inf,0,35500,0
20,inf,0,10800,0
21,inf,0,20900,0
22,inf,0,30100,2
23,inf,0,31200,13
24,inf,0,21500,0
25,inf,0,21400,0
26,inf,0,21100,0
27,inf,0,21200,0
28,433.934,0.23045,6100,0
29,407.225,0.245565,8000,0
30,436.027,0.229343,5200,0
31,442.961,0.225754,8500,0
32,437.301,0.228675,8200,0
33,-nan,0,0,0
34,18.9104,5.2881,7100,0
35,350.405,0.285384,8000,0
36,-nan,0,0,0
37,161.465,0.61933,9200,0
38,133.477,0.749191,10100,0
39,347.649,0.287646,8900,0
40,41.3479,2.4185,7700,0
41,17.5722,5.6908,7100,0
42,-nan,0,0,0
43,419.234,0.238531,8200,0
44,136.059,0.734974,9900,0
45,412.155,0.242627,7100,0
46,15.5184,6.44398,6500,0
47,18.4469,5.42097,6000,0
48,127.401,0.784922,8900,0
49,17.8097,5.6149,7200,0
50,22.6441,4.41616,7500,0
51,17.6778,5.65681,6800,0
52,106.78,0.936503,9400,0
53,17.6195,5.67554,6500,0
54,45.4478,2.20033,8900,0
55,189.499,0.527708,9600,0
56,25.0963,3.98465,7500,0
57,17.197,5.81495,7000,0
58,15.3088,6.53221,6300,0
59,-nan,0,0,0
60,14.6616,6.82056,5900,0
61,83.9133,1.19171,9100,0
62,-nan,0,0,0
63,233.485,0.428294,10800,0
64,23.5944,4.2383,8100,0
65,93.7133,1.06708,10400,0
66,-nan,0,0,0
67,19.4511,5.14109,7400,0
