node,throughput,latency,receivedByte,numCoding
0,inf,0,84500,14
1,inf,0,86000,211
2,inf,0,64900,207
3,inf,0,84800,117
4,inf,0,40100,0
5,inf,0,62300,97
6,inf,0,69400,101
7,inf,0,47900,11
8,inf,0,7900,0
9,-nan,0,0,0
10,inf,0,7500,0
11,-nan,0,0,0
12,inf,0,15200,0
13,inf,0,15400,1
14,inf,0,15300,0
15,inf,0,7800,0
16,-nan,0,0,0
17,-nan,0,0,0
18,-nan,0,0,0
19,-nan,0,0,0
20,1373.78,0.0727917,11700,0
21,1153.41,0.0866991,10400,0
22,1060.62,0.0942841,9600,0
23,919.518,0.108753,11500,0
24,1237.13,0.0808319,9700,0
25,1312.17,0.0762096,9000,0
26,-nan,0,0,0
27,105.205,0.950524,10500,0
28,1568.33,0.0637622,9100,0
29,97.5532,1.02508,9900,0
30,1015.97,0.0984282,9500,0
31,90.1821,1.10887,9600,0
32,-nan,0,0,0
33,92.4517,1.08165,8300,0
34,-nan,0,0,0
35,-nan,0,0,0
36,-nan,0,0,0
37,74.9999,1.33334,7700,0
38,751.665,0.133038,7400,0
39,913.344,0.109488,7800,0
