node,throughput,latency,receivedByte,numCoding
0,-nan,0,0,0
1,-nan,0,0,0
2,-nan,0,0,0
3,-nan,0,0,0
4,inf,0,21000,0
5,inf,0,21000,0
6,-nan,0,0,0
7,inf,0,21000,0
8,inf,0,21000,0
9,inf,0,42000,0
10,inf,0,42000,0
11,inf,0,42000,0
12,inf,0,21400,0
13,inf,0,21400,0
14,inf,0,21500,0
15,inf,0,21500,0
16,-nan,0,0,0
17,-nan,0,0,0
18,-nan,0,0,0
19,-nan,0,0,0
20,-nan,0,0,0
21,-nan,0,0,0
22,1049.5,0.0952834,21000,0
23,-nan,0,0,0
24,-nan,0,0,0
25,-nan,0,0,0
26,-nan,0,0,0
27,-nan,0,0,0
28,-nan,0,0,0
29,-nan,0,0,0
30,-nan,0,0,0
31,1508.6,0.0662868,21000,0
32,305.899,0.326905,21400,0
33,-nan,0,0,0
34,-nan,0,0,0
35,-nan,0,0,0
36,-nan,0,0,0
37,-nan,0,0,0
38,-nan,0,0,0
39,-nan,0,0,0
