node,throughput,latency,receivedByte,numCoding
0,inf,0,40000,31
1,inf,0,25500,45
2,inf,0,27300,48
3,inf,0,46000,16
4,inf,0,58600,0
5,inf,0,19800,27
6,inf,0,27700,14
7,inf,0,43900,40
8,inf,0,70800,0
9,inf,0,39200,53
10,inf,0,31700,0
11,inf,0,54300,0
12,-nan,0,0,0
13,inf,0,8400,0
14,inf,0,8400,0
15,inf,0,8400,0
16,inf,0,10500,0
17,inf,0,10500,0
18,inf,0,10500,0
19,inf,0,18900,0
20,461.086,0.216879,5100,0
21,215.189,1.08432,11900,0
22,49.8789,2.00486,4000,0
23,91.7201,1.09027,4900,0
24,93.854,1.06548,3700,0
25,82.4251,1.21322,4200,0
26,73.5701,1.35925,3400,0
27,75.4334,1.32567,3600,0
28,-nan,0,0,0
29,1021.18,0.0979257,10500,0
30,-nan,0,0,0
31,144.502,0.692033,8100,0
32,143.917,0.694847,7800,0
33,111.255,0.898836,10300,0
34,634.351,0.157641,8500,0
35,745.036,0.134222,8400,0
36,135.577,0.737587,6700,0
37,112.106,0.892016,6800,0
38,-nan,0,0,0
39,-nan,0,0,0
