node,throughput,latency,receivedByte,numCoding
0,inf,0,87200,147
1,inf,0,80200,159
2,inf,0,72300,218
3,inf,0,70200,74
4,inf,0,143400,75
5,inf,0,94100,138
6,inf,0,76900,203
7,inf,0,108500,23
8,inf,0,100600,0
9,inf,0,29200,0
10,inf,0,14100,0
11,inf,0,80100,5
12,inf,0,44400,0
13,inf,0,28600,0
14,-nan,0,0,0
15,inf,0,68600,0
16,inf,0,28000,0
17,inf,0,52200,6
18,inf,0,56900,53
19,inf,0,66100,0
20,-nan,0,0,0
21,1148.37,0.0870797,16600,0
22,948.584,0.10542,16800,0
23,1367.18,0.0731432,14200,0
24,-nan,0,0,0
25,984.322,0.101593,14700,0
26,1134.64,0.0881339,14100,0
27,-nan,0,0,0
28,1344.7,0.0743658,13400,0
29,769.475,0.129959,13500,0
30,663.572,0.1507,12500,0
31,108.561,0.921137,14100,0
32,710.086,0.140828,13600,0
33,141.384,0.707296,11000,0
34,816.053,0.122541,14100,0
35,143.501,0.69686,14300,0
36,995.347,0.100467,13900,0
37,113.613,0.880181,13200,0
38,549.643,0.181936,9700,0
39,119.506,0.836779,13300,0
