node,throughput,latency,receivedByte,numCoding
0,inf,0,14900,0
1,inf,0,22100,72
2,inf,0,14900,0
3,inf,0,21300,0
4,inf,0,49300,55
5,inf,0,43200,154
6,inf,0,50800,179
7,inf,0,46900,2
8,inf,0,45600,13
9,inf,0,52200,189
10,inf,0,46500,124
11,inf,0,51200,8
12,inf,0,43000,19
13,inf,0,46900,194
14,inf,0,43600,163
15,inf,0,44900,18
16,inf,0,50400,45
17,inf,0,47900,135
18,inf,0,50300,126
19,inf,0,51000,7
20,inf,0,51900,12
21,inf,0,48600,138
22,inf,0,52900,176
23,inf,0,49000,6
24,inf,0,41100,10
25,inf,0,39400,133
26,inf,0,42800,156
27,inf,0,40200,0
28,1707.48,0.0585659,10200,0
29,1695.44,0.0589816,10500,0
30,1594.96,0.0626974,9800,0
31,1511.18,0.0661734,10000,0
32,1739.65,0.0574829,10400,0
33,1750.48,0.0571272,8800,0
34,951.252,0.105125,10200,0
35,1617.78,0.0618131,9600,0
36,1493.34,0.0669641,10200,0
37,1481.65,0.0674922,9300,0
38,1297.03,0.0770993,9500,0
39,1755.51,0.0569634,9200,0
40,1394.65,0.0717028,9300,0
41,1239.23,0.0806955,9900,0
42,1179.36,0.0847916,8800,0
43,1181.59,0.0846318,10000,0
44,1585.92,0.0630547,9700,0
45,1110.94,0.0900142,7900,0
46,949.785,0.105287,9100,0
47,1862.63,0.0536875,8900,0
48,1122.88,0.0890564,8100,0
49,-nan,0,0,0
50,911.901,0.109661,10000,0
51,1548.97,0.0645589,10400,0
52,1012.63,0.0987532,10900,0
53,1950.23,0.0512759,10700,0
54,-nan,0,0,0
55,-nan,0,0,0
56,1055.32,0.0947576,10000,0
57,932.741,0.107211,10500,0
58,1843.52,0.054244,10200,0
59,1133.94,0.0881884,10400,0
60,1927.99,0.0518676,10000,0
61,1118.78,0.0893834,10600,0
62,1185.83,0.084329,10800,0
63,906.94,0.110261,10800,0
64,853.382,0.117181,10000,0
65,1892.85,0.0528304,11000,0
66,709.403,0.140964,10700,0
67,2178.14,0.0459108,9200,0
