node,throughput,latency,receivedByte,numCoding
0,inf,0,327800,360
1,inf,0,322200,1483
2,inf,0,329700,1633
3,inf,0,325700,439
4,144619,0.00291621,155200,0
5,19385.3,0.00832904,64100,0
6,9035.17,0.0110679,36500,0
7,163343,0.00262091,158400,124
8,39028.9,0.00402733,56900,0
9,9351.74,0.0106932,36400,0
10,10872.1,0.00919789,36600,0
11,132938,0.00248084,115100,31
12,33249.3,0.00479146,55600,0
13,8911.08,0.011222,35400,0
14,9575.48,0.0104433,34900,0
15,64750.7,0.0035112,77300,15
16,23426.1,0.00426875,34000,0
17,8176.59,0.01223,34000,0
18,10083.9,0.00991676,33000,0
19,26166.1,0.00382174,33300,0
20,1183.16,0.0845197,25500,0
21,652.253,0.153315,26200,0
22,717.887,0.139298,24200,0
23,972.043,0.102876,26200,0
24,1354.38,0.0738344,21700,0
25,887.304,0.112701,23900,0
26,843.048,0.118617,24200,0
27,1038.58,0.0962852,22400,0
28,-nan,0,0,0
29,790.87,0.126443,24800,0
30,820.277,0.12191,26400,0
31,588.706,0.169864,27400,0
32,1223.25,0.0817495,24400,0
33,743.991,0.13441,25800,0
34,404.5,0.247219,20700,0
35,740.986,0.134955,30000,0
36,625.369,0.159906,22700,0
37,-nan,0,0,0
38,516.807,0.193496,14500,0
39,580.888,0.17215,24600,0
