node,throughput,latency,receivedByte,numCoding
0,inf,0,19100,36
1,inf,0,15600,0
2,inf,0,15900,0
3,inf,0,20000,41
4,inf,0,41300,50
5,inf,0,39900,174
6,inf,0,40800,149
7,inf,0,43200,8
8,inf,0,48000,70
9,inf,0,49000,210
10,inf,0,47000,137
11,inf,0,54600,18
12,inf,0,43300,70
13,inf,0,41300,153
14,inf,0,39900,115
15,inf,0,47300,45
16,inf,0,49500,38
17,inf,0,39300,89
18,inf,0,42500,161
19,inf,0,42800,77
20,inf,0,36300,30
21,inf,0,39300,128
22,inf,0,36400,77
23,inf,0,41400,7
24,inf,0,9700,0
25,inf,0,9700,0
26,inf,0,9700,0
27,inf,0,9700,0
28,1864.88,0.0536227,9000,0
29,1947.94,0.0513363,8700,0
30,1490.8,0.0670779,8700,0
31,1459.17,0.0685319,9800,0
32,914.811,0.109312,8300,0
33,1948.46,0.0513225,9600,0
34,1219.12,0.0820262,9800,0
35,2204.66,0.0453584,8700,0
36,1021.9,0.0978568,8300,0
37,1392.23,0.0718274,9200,0
38,1189.32,0.0840817,9300,0
39,-nan,0,0,0
40,1596.07,0.0626538,9100,0
41,2136.24,0.0468112,9000,0
42,1016.17,0.0984091,9600,0
43,2644.61,0.0378127,9300,0
44,1535.31,0.0651335,8200,0
45,1066.5,0.0937649,8900,0
46,1697.94,0.0588949,9200,0
47,1075.89,0.0929465,9100,0
48,1002.07,0.0997939,9100,0
49,1558.47,0.0641654,9900,0
50,1754.45,0.0569978,9000,0
51,2062.33,0.0484888,8000,0
52,2041.51,0.0489834,9000,0
53,2025.61,0.0493678,9700,0
54,-nan,0,0,0
55,-nan,0,0,0
56,1254.3,0.0797257,9400,0
57,2263.87,0.0441721,9700,0
58,-nan,0,0,0
59,1731.09,0.0577672,9600,0
60,2475.64,0.0403935,8700,0
61,861.193,0.116118,9600,0
62,1975.71,0.0506148,9300,0
63,1611.58,0.0620509,9100,0
64,-nan,0,0,0
65,1627.26,0.0614531,9700,0
66,-nan,0,0,0
67,-nan,0,0,0
