node,throughput,latency,receivedByte,numCoding
0,inf,0,50500,0
1,inf,0,55400,165
2,inf,0,39700,117
3,inf,0,54400,114
4,inf,0,51400,15
5,inf,0,46100,150
6,inf,0,44600,193
7,inf,0,58500,76
8,inf,0,11800,0
9,inf,0,11800,0
10,inf,0,11800,0
11,inf,0,11800,0
12,inf,0,39500,0
13,inf,0,52300,104
14,inf,0,64700,103
15,inf,0,64700,0
16,inf,0,44000,2
17,inf,0,44500,187
18,inf,0,45100,194
19,inf,0,51200,3
20,inf,0,70100,6
21,inf,0,53900,87
22,inf,0,50500,103
23,inf,0,59500,8
24,inf,0,38000,0
25,inf,0,45400,76
26,inf,0,47100,0
27,inf,0,43700,0
28,2269.36,0.0440652,9800,0
29,2141.24,0.0467019,10200,0
30,1473.09,0.0678846,11100,0
31,1482.7,0.0674445,10000,0
32,1998.77,0.0500308,11900,0
33,1948.92,0.0513105,10500,0
34,2007.9,0.0498032,9800,0
35,1556.88,0.0642312,10200,0
36,1400.97,0.0713792,9800,0
37,-nan,0,0,0
38,28.5311,3.50494,8000,0
39,1914.07,0.0522446,10200,0
40,2522.18,0.0396482,10000,0
41,1990.52,0.050238,9800,0
42,2075.96,0.0481705,10600,0
43,1338.68,0.0747007,9800,0
44,15.4095,6.48951,6700,0
45,-nan,0,0,0
46,1547.17,0.064634,11300,0
47,1910.08,0.0523539,9500,0
48,1159.35,0.0862552,11000,0
49,1313.63,0.0761252,9600,0
50,15.2851,6.54233,6300,0
51,-nan,0,0,0
52,15.3303,6.52304,6500,0
53,22.1141,4.52199,8200,0
54,15.3252,6.52522,6200,0
55,21.6202,4.6253,8000,0
56,15.4512,6.47197,6800,0
57,21.7553,4.59657,8200,0
58,15.5529,6.42965,6800,0
59,21.5462,4.6412,7600,0
60,2618.37,0.0381916,7500,0
61,21.257,4.70433,7600,0
62,26.5155,3.77138,8600,0
63,3021.82,0.0330926,9900,0
64,28.2108,3.54475,8000,0
65,25.9024,3.86064,8400,0
66,28.0664,3.56298,8000,0
67,1627.9,0.0614288,11800,0
