node,throughput,latency,receivedByte,numCoding
0,inf,0,57400,45
1,inf,0,47300,165
2,inf,0,48400,138
3,inf,0,49900,2
4,inf,0,27100,0
5,inf,0,27500,0
6,inf,0,38900,0
7,inf,0,53700,0
8,inf,0,25900,0
9,inf,0,17600,0
10,inf,0,17200,0
11,inf,0,69600,0
12,inf,0,30000,0
13,inf,0,42400,74
14,inf,0,26700,32
15,inf,0,33400,0
16,-nan,0,0,0
17,inf,0,11500,0
18,inf,0,11400,0
19,inf,0,11400,0
20,1189.35,0.0840799,11100,0
21,1251.89,0.079879,12600,0
22,1241.08,0.0805748,11600,0
23,-nan,0,0,0
24,846.811,0.11809,11200,0
25,1330.68,0.0751497,11600,0
26,47.4547,2.10727,10400,0
27,-nan,0,0,0
28,41.4812,2.41073,9600,0
29,292.086,0.342365,11400,0
30,-nan,0,0,0
31,-nan,0,0,0
32,1111.45,0.0899723,8300,0
33,1014.01,0.0986181,10000,0
34,32.8351,3.04552,7100,0
35,924.03,0.108222,7300,0
36,1112.24,0.0899086,7600,0
37,-nan,0,0,0
38,1164.75,0.0858556,7200,0
39,-nan,0,0,0
