node,throughput,latency,receivedByte,numCoding
0,inf,0,40300,1
1,inf,0,46700,139
2,inf,0,36800,50
3,inf,0,31800,0
4,inf,0,70300,0
5,inf,0,47200,73
6,inf,0,46000,115
7,inf,0,51000,18
8,inf,0,22600,0
9,inf,0,19600,0
10,inf,0,29800,0
11,inf,0,29800,0
12,inf,0,32100,0
13,inf,0,42800,107
14,inf,0,50700,186
15,inf,0,32100,0
16,inf,0,32600,0
17,inf,0,51000,184
18,inf,0,42900,102
19,inf,0,32700,0
20,inf,0,31000,0
21,inf,0,49400,184
22,inf,0,40800,99
23,inf,0,30900,0
24,inf,0,30400,0
25,inf,0,40000,96
26,inf,0,36100,102
27,inf,0,25900,0
28,-nan,0,0,0
29,65.9712,1.51581,1700,0
30,-nan,0,0,0
31,45.3071,2.20716,5300,0
32,-nan,0,0,0
33,48.6592,2.05511,3900,0
34,12.1662,8.2195,4200,0
35,51.7594,1.93202,3600,0
36,-nan,0,0,0
37,32.7828,3.05038,3400,0
38,-nan,0,0,0
39,37.5662,2.66197,3300,0
40,-nan,0,0,0
41,30.5689,3.2713,2500,0
42,1629.11,0.0613833,500,0
43,32.9864,3.03155,2500,0
44,12.522,7.98595,4300,0
45,1598.45,0.0625606,700,0
46,441.72,0.226388,600,0
47,1487.48,0.0672278,1500,0
48,853.139,0.117214,900,0
49,1150.85,0.0868922,400,0
50,12.6692,7.89319,4500,0
51,1524.55,0.0655932,100,0
52,619.567,0.161403,100,0
53,-nan,0,0,0
54,956.861,0.104508,900,0
55,1642.69,0.0608758,100,0
56,1131.3,0.0883938,400,0
57,1056.87,0.0946194,600,0
58,775.61,0.128931,600,0
59,52.2246,1.91481,2100,0
60,744.313,0.134352,400,0
61,1206.12,0.0829108,900,0
62,1002.54,0.0997471,300,0
63,1626.64,0.0614763,200,0
64,-nan,0,0,0
65,48.6622,2.05498,2300,0
66,-nan,0,0,0
67,62.6205,1.59692,1700,0
