node,throughput,latency,receivedByte,numCoding
0,inf,0,27300,0
1,inf,0,27300,0
2,inf,0,27300,0
3,inf,0,27300,0
4,inf,0,249500,207
5,inf,0,265000,1177
6,inf,0,242200,926
7,inf,0,269300,159
8,inf,0,21300,0
9,inf,0,21300,0
10,inf,0,21300,0
11,inf,0,21300,0
12,inf,0,20800,0
13,inf,0,20800,0
14,inf,0,20800,0
15,inf,0,42100,0
16,-nan,0,0,0
17,-nan,0,0,0
18,-nan,0,0,0
19,-nan,0,0,0
20,2361.74,0.0423417,25300,0
21,2231.11,0.0448208,25200,0
22,1598.84,0.0625453,27200,0
23,2142.95,0.0466647,23900,0
24,1951.45,0.0512438,21800,0
25,1308.69,0.0764124,23500,0
26,2016.25,0.0495971,6800,0
27,1751.9,0.0570808,22900,0
28,2177.5,0.0459241,17600,0
29,789.157,0.126718,20500,0
30,2047.28,0.0488454,20500,0
31,1029.75,0.0971105,22300,0
32,2358.16,0.042406,20000,0
33,1976.81,0.0505865,19100,0
34,2576.67,0.0388098,18500,0
35,1853.42,0.0539543,18400,0
36,2323.63,0.043036,6300,0
37,1424.35,0.0702075,20400,0
38,-nan,0,0,0
39,1294.11,0.0772731,21300,0
40,-nan,0,0,0
41,1629.8,0.0613574,20800,0
42,-nan,0,0,0
43,-nan,0,0,0
44,-nan,0,0,0
45,-nan,0,0,0
46,-nan,0,0,0
47,-nan,0,0,0
48,-nan,0,0,0
49,-nan,0,0,0
50,-nan,0,0,0
51,-nan,0,0,0
52,-nan,0,0,0
53,-nan,0,0,0
54,-nan,0,0,0
55,-nan,0,0,0
56,-nan,0,0,0
57,-nan,0,0,0
58,-nan,0,0,0
59,-nan,0,0,0
