node,throughput,latency,receivedByte,numCoding
0,inf,0,71800,93
1,inf,0,83000,194
2,inf,0,80700,144
3,inf,0,62600,65
4,inf,0,67500,0
5,inf,0,30400,0
6,inf,0,44100,0
7,inf,0,72800,0
8,inf,0,58700,0
9,inf,0,14800,0
10,-nan,0,0,0
11,inf,0,60100,0
12,inf,0,42200,0
13,inf,0,42600,0
14,inf,0,56300,8
15,inf,0,55500,0
16,inf,0,20500,0
17,inf,0,27300,68
18,inf,0,20500,0
19,inf,0,27700,0
20,-nan,0,0,0
21,113.254,0.88297,16300,0
22,1393.58,0.0717577,15000,0
23,1278.01,0.0782465,15300,0
24,-nan,0,0,0
25,-nan,0,0,0
26,-nan,0,0,0
27,1450.83,0.0689259,14700,0
28,811.564,0.123219,13800,0
29,263.529,0.379465,14600,0
30,-nan,0,0,0
31,17.2435,5.7993,11100,0
32,-nan,0,0,0
33,17.6479,5.6664,10900,0
34,900.556,0.111042,11200,0
35,283.986,0.35213,13000,0
36,1223.34,0.0817434,13800,0
37,16.6999,5.98804,9200,0
38,1057.87,0.0945291,13600,0
39,-nan,0,0,0
