node,throughput,latency,receivedByte,numCoding
0,inf,0,69500,101
1,inf,0,60900,279
2,inf,0,59600,296
3,inf,0,67900,129
4,inf,0,45000,6
5,inf,0,10100,0
6,inf,0,10100,0
7,inf,0,65800,11
8,inf,0,47300,0
9,inf,0,37700,0
10,inf,0,51600,0
11,inf,0,59300,0
12,inf,0,54300,47
13,inf,0,57600,262
14,inf,0,52600,200
15,inf,0,70700,32
16,inf,0,7900,0
17,-nan,0,0,0
18,-nan,0,0,0
19,-nan,0,0,0
20,inf,0,62700,44
21,inf,0,76100,363
22,inf,0,63500,220
23,inf,0,74000,17
24,inf,0,32700,0
25,inf,0,35900,86
26,inf,0,32800,55
27,inf,0,35400,0
28,1595.11,0.0626917,9700,0
29,1733.06,0.0577014,9600,0
30,1384.44,0.0722314,9000,0
31,1486.4,0.0672767,8000,0
32,1898.2,0.0526816,7400,0
33,1469.57,0.0680469,11500,0
34,23.1946,4.31134,7900,0
35,839.448,0.119126,12300,0
36,22.7419,4.39717,7300,0
37,1612.9,0.062,10100,0
38,1263.47,0.0791468,11900,0
39,1062.14,0.0941491,9700,0
40,25.2036,3.96769,7700,0
41,581.374,0.172006,9200,0
42,23.5579,4.24486,7300,0
43,765.874,0.13057,10200,0
44,23.6772,4.22347,7500,0
45,865.007,0.115606,10000,0
46,2585.58,0.0386761,8600,0
47,1035.78,0.0965452,9500,0
48,2623.88,0.0381116,6900,0
49,683.903,0.146219,9800,0
50,1882.59,0.0531184,7900,0
51,765.956,0.130556,9500,0
52,1724.73,0.0579801,9400,0
53,1491.08,0.0670654,9200,0
54,1538.79,0.0649859,7200,0
55,1231.3,0.081215,8800,0
56,2029.55,0.0492721,8800,0
57,2387.53,0.0418842,8400,0
58,-nan,0,0,0
59,547.977,0.182489,10100,0
60,1454.62,0.0687464,8400,0
61,1837.29,0.054428,8500,0
62,1703.02,0.0587192,7700,0
63,867.471,0.115278,8000,0
64,-nan,0,0,0
65,876.379,0.114106,10600,0
66,2316.44,0.0431696,9300,0
67,686.109,0.145749,9900,0
