node,throughput,latency,receivedByte,numCoding
0,inf,0,67300,70
1,inf,0,63600,251
2,inf,0,66200,269
3,inf,0,65700,61
4,inf,0,49600,15
5,inf,0,19900,35
6,inf,0,16400,0
7,inf,0,54900,13
8,-nan,0,0,0
9,-nan,0,0,0
10,-nan,0,0,0
11,-nan,0,0,0
12,inf,0,71800,14
13,inf,0,72000,243
14,inf,0,72900,247
15,inf,0,70900,6
16,inf,0,10200,0
17,inf,0,10200,0
18,inf,0,10300,0
19,inf,0,19900,0
20,inf,0,69600,40
21,inf,0,75900,281
22,inf,0,70600,201
23,inf,0,73500,5
24,inf,0,45700,20
25,inf,0,53000,229
26,inf,0,45700,149
27,inf,0,52700,12
28,1432,0.0698323,7900,0
29,2223.97,0.0449646,6700,0
30,1811.98,0.0551884,8000,0
31,1958.02,0.0510721,7900,0
32,1377.37,0.0726022,7900,0
33,1582.79,0.0631794,8700,0
34,1131.65,0.0883668,9400,0
35,982.518,0.101779,11400,0
36,746.119,0.134027,9600,0
37,1011.51,0.0988622,8500,0
38,1677.57,0.0596099,9900,0
39,1741.38,0.0574257,9900,0
40,1991.79,0.0502061,9600,0
41,1854.05,0.0539359,9400,0
42,2022.13,0.0494527,8200,0
43,1435.7,0.0696525,8900,0
44,1627.5,0.0614438,7900,0
45,1276.42,0.0783442,9100,0
46,1596.13,0.0626517,8500,0
47,1534.24,0.0651789,9900,0
48,1595.75,0.0626665,10200,0
49,1316.88,0.0759371,9400,0
50,1512.09,0.0661338,10000,0
51,2013.84,0.0496565,8600,0
52,1112.83,0.0898611,8700,0
53,1498.39,0.0667383,9300,0
54,1859.51,0.0537775,8300,0
55,1707.11,0.0585786,7000,0
56,1401.28,0.0713634,9000,0
57,2350.62,0.0425419,7600,0
58,1223.1,0.0817593,9500,0
59,812.274,0.123111,10400,0
60,1379.26,0.0725027,8600,0
61,917.427,0.109001,7200,0
62,2311.91,0.0432542,7900,0
63,1143.4,0.0874585,9700,0
64,1612.31,0.0620227,7700,0
65,1524.52,0.0655944,8600,0
66,2022.17,0.0494519,8600,0
67,1007.73,0.0992333,9000,0
