node,throughput,latency,receivedByte,numCoding
0,inf,0,35400,58
1,inf,0,35300,146
2,inf,0,35600,104
3,inf,0,45500,5
4,inf,0,51500,4
5,inf,0,25100,44
6,inf,0,49400,74
7,inf,0,67400,10
8,inf,0,50900,0
9,inf,0,32400,29
10,inf,0,38100,0
11,inf,0,42900,0
12,inf,0,41400,19
13,inf,0,15200,55
14,inf,0,9700,0
15,inf,0,33100,0
16,inf,0,32200,0
17,inf,0,29600,59
18,inf,0,26600,29
19,inf,0,28500,0
20,-nan,0,0,0
21,-nan,0,0,0
22,1235.1,0.0809649,11100,0
23,1289.82,0.0775304,12000,0
24,792.882,0.126122,10900,0
25,1153.15,0.0867192,10400,0
26,726.531,0.13764,10800,0
27,-nan,0,0,0
28,449.429,0.222505,9800,0
29,1016.11,0.0984144,9900,0
30,100.226,0.997748,8500,0
31,470.532,0.212525,9300,0
32,96.6611,1.03454,8000,0
33,85.425,1.17062,7800,0
34,862.689,0.115917,7100,0
35,781.743,0.127919,7400,0
36,1630.56,0.0613286,7300,0
37,286.316,0.349264,7000,0
38,1158.02,0.086354,7700,0
39,69.3269,1.44244,6500,0
