node,throughput,latency,receivedByte,numCoding
0,inf,0,87600,212
1,inf,0,104400,258
2,inf,0,119000,420
3,inf,0,101100,232
4,inf,0,127100,135
5,inf,0,54400,0
6,inf,0,35100,0
7,inf,0,112600,140
8,inf,0,72600,0
9,-nan,0,0,0
10,inf,0,8300,0
11,inf,0,78300,21
12,inf,0,57400,0
13,-nan,0,0,0
14,-nan,0,0,0
15,inf,0,42000,0
16,inf,0,28700,0
17,inf,0,18500,4
18,inf,0,29700,116
19,inf,0,31700,0
20,-nan,0,0,0
21,40.518,2.46804,15300,0
22,979.896,0.102052,14000,0
23,1094.86,0.0913355,13500,0
24,-nan,0,0,0
25,-nan,0,0,0
26,-nan,0,0,0
27,-nan,0,0,0
28,35.3832,2.8262,12200,0
29,361.75,0.276434,13600,0
30,33.9293,2.9473,11100,0
31,622.051,0.160758,13100,0
32,1123.62,0.0889977,14100,0
33,209.346,0.477677,14700,0
34,357.149,0.279995,12200,0
35,33.1613,3.01556,11300,0
36,31.7596,3.14866,10300,0
37,32.4598,3.08074,8300,0
38,131.19,0.762253,6800,0
39,33.1449,3.01705,11500,0
