node,throughput,latency,receivedByte,numCoding
0,inf,0,16500,0
1,inf,0,16500,0
2,inf,0,17400,0
3,inf,0,9100,0
4,inf,0,38500,0
5,inf,0,38700,86
6,inf,0,57500,82
7,inf,0,53300,34
8,inf,0,31700,0
9,inf,0,33200,48
10,inf,0,34600,54
11,inf,0,20100,0
12,inf,0,23200,0
13,inf,0,34800,63
14,inf,0,30700,49
15,inf,0,34400,7
16,inf,0,20600,0
17,inf,0,14400,36
18,inf,0,16500,45
19,inf,0,21200,0
20,1342.82,0.07447,10700,0
21,491.084,0.203631,10700,0
22,-nan,0,0,0
23,175.955,0.568326,9000,0
24,829.792,0.120512,8200,0
25,148.809,0.672002,7800,0
26,938.623,0.106539,8300,0
27,200.647,0.498388,7100,0
28,693.247,0.144249,6900,0
29,253.126,0.39506,6400,0
30,949.301,0.105341,6700,0
31,72.7659,1.37427,5300,0
32,1142.83,0.0875019,4700,0
33,173.597,0.576048,5900,0
34,1619.71,0.0617394,4500,0
35,304.754,0.328134,5200,0
36,1995.79,0.0501055,4400,0
37,866.337,0.115429,5000,0
38,-nan,0,0,0
39,686.269,0.145716,3700,0
