node,throughput,latency,receivedByte,numCoding
0,inf,0,116600,47
1,inf,0,127200,480
2,inf,0,118100,540
3,inf,0,110100,91
4,inf,0,37100,0
5,inf,0,26400,0
6,inf,0,17600,0
7,inf,0,46800,0
8,inf,0,15100,0
9,inf,0,6300,0
10,inf,0,6800,0
11,inf,0,6800,0
12,inf,0,6200,0
13,inf,0,6300,0
14,-nan,0,0,0
15,inf,0,6800,0
16,-nan,0,0,0
17,-nan,0,0,0
18,-nan,0,0,0
19,-nan,0,0,0
20,630.256,0.158666,12100,0
21,762.815,0.131093,12100,0
22,761.877,0.131255,11400,0
23,892.968,0.111986,11400,0
24,906.063,0.110368,10000,0
25,767.061,0.130368,10300,0
26,796.547,0.125542,10400,0
27,963.834,0.103752,14000,0
28,622.057,0.160757,9900,0
29,719.93,0.138902,10800,0
30,751.768,0.13302,9300,0
31,-nan,0,0,0
32,889.243,0.112455,7300,0
33,739.805,0.135171,9600,0
34,708.891,0.141065,8600,0
35,1009.32,0.0990763,7900,0
36,-nan,0,0,0
37,787.122,0.127045,6900,0
38,706.946,0.141454,6200,0
39,720.574,0.138778,6800,0
