node,throughput,latency,receivedByte,numCoding
0,inf,0,116400,178
1,inf,0,92400,304
2,inf,0,74300,263
3,inf,0,91100,179
4,inf,0,110500,29
5,inf,0,48200,5
6,inf,0,32200,0
7,inf,0,103300,21
8,inf,0,90700,6
9,inf,0,29500,0
10,inf,0,30600,0
11,inf,0,67900,0
12,inf,0,88900,0
13,inf,0,57000,0
14,inf,0,27400,0
15,inf,0,42100,0
16,inf,0,40200,0
17,inf,0,48700,24
18,inf,0,55800,98
19,inf,0,48600,3
20,703.897,0.142066,15700,0
21,1311.45,0.0762515,16900,0
22,2512.62,0.0841142,29800,0
23,1190.31,0.0840116,15200,0
24,-nan,0,0,0
25,27.9612,3.57638,14500,0
26,1068.43,0.0935953,11100,0
27,25.2676,3.95763,12800,0
28,587.251,0.170285,11700,0
29,706.782,0.141486,14200,0
30,-nan,0,0,0
31,756.457,0.132195,13200,0
32,801.971,0.124693,14700,0
33,564.228,0.177233,12200,0
34,411.13,0.243232,13800,0
35,1167.1,0.0856826,14800,0
36,-nan,0,0,0
37,402.678,0.248337,10600,0
38,436.252,0.229225,13900,0
39,1881.54,0.0531481,13200,0
