node,throughput,latency,receivedByte,numCoding
0,inf,0,23600,69
1,inf,0,17200,12
2,inf,0,22800,7
3,inf,0,24300,10
4,inf,0,14500,61
5,inf,0,8400,0
6,inf,0,13800,0
7,inf,0,14700,9
8,-nan,0,0,0
9,-nan,0,0,0
10,-nan,0,0,0
11,-nan,0,0,0
12,-nan,0,0,0
13,-nan,0,0,0
14,-nan,0,0,0
15,-nan,0,0,0
16,-nan,0,0,0
17,-nan,0,0,0
18,-nan,0,0,0
19,-nan,0,0,0
20,2124.34,0.0470735,8300,0
21,1857.03,0.0538493,8800,0
22,-nan,0,0,0
23,1675.47,0.0596847,7500,0
24,1774.92,0.0563406,6800,0
25,2073.31,0.048232,7700,0
26,-nan,0,0,0
27,-nan,0,0,0
28,-nan,0,0,0
29,-nan,0,0,0
30,-nan,0,0,0
31,-nan,0,0,0
32,-nan,0,0,0
33,-nan,0,0,0
34,-nan,0,0,0
35,-nan,0,0,0
36,-nan,0,0,0
37,-nan,0,0,0
38,-nan,0,0,0
39,-nan,0,0,0
