node,throughput,latency,receivedByte,numCoding
0,inf,0,60700,47
1,inf,0,54200,127
2,inf,0,56800,215
3,inf,0,47300,12
4,inf,0,73400,49
5,inf,0,58100,79
6,inf,0,45300,23
7,inf,0,67900,33
8,inf,0,63200,0
9,inf,0,28300,0
10,inf,0,36700,0
11,inf,0,32400,0
12,inf,0,26000,0
13,inf,0,18400,0
14,inf,0,30700,0
15,inf,0,40200,4
16,inf,0,7900,0
17,-nan,0,0,0
18,-nan,0,0,0
19,inf,0,7100,0
20,inf,0,6200,0
21,-nan,0,0,0
22,1097.15,0.0911451,9900,0
23,1077.36,0.0928191,10100,0
24,938.367,0.106568,10000,0
25,909.982,0.109892,11300,0
26,740.516,0.135041,11800,0
27,1279.3,0.0781675,9200,0
28,1300.92,0.0768684,9700,0
29,272.982,0.366325,9700,0
30,1095.43,0.091288,8800,0
31,736.213,0.13583,9500,0
32,685.361,0.145909,9100,0
33,592.146,0.168877,8600,0
34,38.2281,2.61588,6600,0
35,185.137,0.54014,8100,0
36,35.3575,2.82825,6200,0
37,69.2404,1.44424,6700,0
38,23.1655,4.31676,4500,0
39,-nan,0,0,0
