node,throughput,latency,receivedByte,numCoding
0,-nan,0,0,0
1,-nan,0,0,0
2,-nan,0,0,0
3,-nan,0,0,0
4,39821.9,0.00251118,100000,0
5,6628.56,0.0150862,99600,0
6,-nan,0,0,0
7,54032.6,0.00185073,99900,0
8,-nan,0,0,0
9,3917.88,0.025524,99800,0
10,-nan,0,0,0
11,-nan,0,0,0
12,-nan,0,0,0
13,4076.24,0.0245324,100000,0
14,-nan,0,0,0
15,43486.6,0.00229956,99900,0
16,68786.7,0.002909,199900,0
17,7495.51,0.0266826,200000,0
18,inf,0,100000,0
19,77789.7,0.00257361,199800,0
20,-nan,0,0,0
21,-nan,0,0,0
22,-nan,0,0,0
23,-nan,0,0,0
24,-nan,0,0,0
25,-nan,0,0,0
26,-nan,0,0,0
27,-nan,0,0,0
28,-nan,0,0,0
29,-nan,0,0,0
30,-nan,0,0,0
31,-nan,0,0,0
32,-nan,0,0,0
33,-nan,0,0,0
34,-nan,0,0,0
35,891.902,0.11212,99900,0
36,-nan,0,0,0
37,-nan,0,0,0
38,-nan,0,0,0
39,-nan,0,0,0
