node,throughput,latency,receivedByte,numCoding
0,inf,0,13200,0
1,inf,0,19000,32
2,inf,0,22400,31
3,inf,0,21400,0
4,inf,0,5700,0
5,inf,0,5700,0
6,inf,0,5600,0
7,inf,0,11800,0
8,inf,0,33000,0
9,inf,0,28900,64
10,inf,0,27500,50
11,inf,0,29900,0
12,inf,0,26900,0
13,inf,0,28500,0
14,inf,0,32200,0
15,inf,0,31200,0
16,inf,0,36300,0
17,inf,0,28100,2
18,inf,0,36400,84
19,inf,0,36700,0
20,651.116,0.153582,9200,0
21,-nan,0,0,0
22,600.444,0.166543,8900,0
23,1885.08,0.0530482,8300,0
24,60.5353,1.65193,6900,0
25,958.047,0.104379,9000,0
26,53.4731,1.8701,6300,0
27,292.158,0.34228,8100,0
28,44.6021,2.24205,5400,0
29,395.926,0.252572,7300,0
30,1751.19,0.0571039,5700,0
31,1312.02,0.0762185,6000,0
32,1087.02,0.0919948,5500,0
33,319.219,0.313265,5400,0
34,-nan,0,0,0
35,82.2659,1.21557,4000,0
36,-nan,0,0,0
37,76.2108,1.31215,3300,0
38,2903.02,0.0344469,3100,0
39,70.4339,1.41977,3000,0
