node,throughput,latency,receivedByte,numCoding
0,inf,0,27600,46
1,inf,0,15800,0
2,inf,0,36500,78
3,inf,0,28700,0
4,inf,0,23300,0
5,inf,0,8800,0
6,inf,0,8800,0
7,-nan,0,0,0
8,-nan,0,0,0
9,-nan,0,0,0
10,-nan,0,0,0
11,-nan,0,0,0
12,-nan,0,0,0
13,-nan,0,0,0
14,-nan,0,0,0
15,-nan,0,0,0
16,-nan,0,0,0
17,-nan,0,0,0
18,-nan,0,0,0
19,-nan,0,0,0
20,1351.39,0.0739979,13000,0
21,1257.45,0.0795257,8800,0
22,1816.88,0.0550394,8500,0
23,1540.41,0.0649179,8700,0
24,-nan,0,0,0
25,-nan,0,0,0
26,-nan,0,0,0
27,-nan,0,0,0
28,-nan,0,0,0
29,-nan,0,0,0
30,-nan,0,0,0
31,-nan,0,0,0
32,-nan,0,0,0
33,-nan,0,0,0
34,-nan,0,0,0
35,-nan,0,0,0
36,-nan,0,0,0
37,-nan,0,0,0
38,-nan,0,0,0
39,-nan,0,0,0
