node,throughput,latency,receivedByte,numCoding
0,inf,0,19600,0
1,inf,0,20900,0
2,inf,0,36200,83
3,inf,0,30000,21
4,inf,0,35800,0
5,inf,0,35800,0
6,inf,0,22000,0
7,inf,0,28600,0
8,inf,0,35200,6
9,inf,0,35100,121
10,inf,0,34400,124
11,inf,0,35900,23
12,inf,0,22300,8
13,inf,0,15600,74
14,inf,0,16600,76
15,inf,0,22500,0
16,inf,0,5400,0
17,inf,0,7800,24
18,inf,0,5400,0
19,inf,0,11700,0
20,179.361,0.557535,10200,0
21,55.6167,1.79802,8300,0
22,182.039,0.549333,9400,0
23,1212.75,0.082457,8800,0
24,333.064,0.300243,8200,0
25,50.1725,1.99312,7300,0
26,356.034,0.280872,6600,0
27,2277.29,0.0439119,7200,0
28,249.815,0.400296,6500,0
29,42.1372,2.3732,6000,0
30,224.425,0.445584,6200,0
31,333.92,0.299473,6000,0
32,278.218,0.35943,5500,0
33,2540.04,0.0393694,4800,0
34,2537.87,0.0394031,4100,0
35,234.832,0.425836,4900,0
36,1837.6,0.0544189,4100,0
37,183.56,0.544782,4100,0
38,2392.74,0.0417931,3300,0
39,1774.98,0.0563385,3300,0
