node,throughput,latency,receivedByte,numCoding
0,inf,0,54500,42
1,inf,0,46200,100
2,inf,0,53300,143
3,inf,0,48600,6
4,inf,0,62100,60
5,inf,0,41800,115
6,inf,0,53800,178
7,inf,0,57800,0
8,inf,0,44200,44
9,inf,0,54200,192
10,inf,0,55100,169
11,inf,0,63200,0
12,inf,0,56300,13
13,inf,0,50100,52
14,inf,0,55800,109
15,inf,0,64000,41
16,inf,0,62400,77
17,inf,0,45700,123
18,inf,0,59100,220
19,inf,0,49400,19
20,inf,0,57500,3
21,inf,0,57500,174
22,inf,0,58100,185
23,inf,0,67300,11
24,inf,0,11500,0
25,inf,0,11500,0
26,inf,0,11500,0
27,inf,0,11500,0
28,1819.17,0.0549702,9200,0
29,1715.93,0.0582776,8400,0
30,1138.14,0.0878627,10300,0
31,-nan,0,0,0
32,429.025,0.233086,10600,0
33,1730.25,0.0577952,10000,0
34,2330.57,0.042908,9500,0
35,1692.03,0.0591005,9100,0
36,1501.36,0.0666063,10100,0
37,1876.94,0.0532781,10600,0
38,-nan,0,0,0
39,821.343,0.121752,10400,0
40,949.713,0.105295,10500,0
41,1091.09,0.0916514,10000,0
42,1044.1,0.0957766,9600,0
43,2274.95,0.0439569,9700,0
44,841.429,0.118845,9700,0
45,185.933,0.537829,9300,0
46,1835.83,0.0544712,9300,0
47,457.618,0.218523,8400,0
48,2007.05,0.0498245,9400,0
49,1756.14,0.056943,10200,0
50,1901.25,0.052597,9300,0
51,1214.77,0.0823203,9700,0
52,1328.11,0.0752948,11300,0
53,1756.38,0.0569353,9500,0
54,862.156,0.115988,10000,0
55,1852.12,0.0539921,9800,0
56,1624.15,0.0615707,9900,0
57,2551.44,0.0391935,9500,0
58,2143.35,0.046656,7500,0
59,1844.07,0.0542279,7500,0
60,528.842,0.189092,7500,0
61,230.193,0.434419,10000,0
62,1115.6,0.089638,9900,0
63,262.803,0.380514,9500,0
64,660.282,0.15145,8200,0
65,205.9,0.485672,8700,0
66,207.726,0.481404,9000,0
67,1282.74,0.077958,11400,0
