node,throughput,latency,receivedByte,numCoding
0,inf,0,13700,2
1,inf,0,15100,18
2,inf,0,30700,36
3,inf,0,34700,65
4,inf,0,45400,0
5,inf,0,25600,0
6,inf,0,35200,15
7,inf,0,35900,5
8,inf,0,38400,0
9,inf,0,36200,66
10,inf,0,22800,6
11,inf,0,47000,0
12,inf,0,16800,0
13,inf,0,9400,0
14,inf,0,9400,0
15,inf,0,28000,29
16,inf,0,20900,0
17,inf,0,11500,0
18,inf,0,11500,0
19,inf,0,11300,0
20,-nan,0,0,0
21,-nan,0,0,0
22,-nan,0,0,0
23,-nan,0,0,0
24,-nan,0,0,0
25,-nan,0,0,0
26,-nan,0,0,0
27,-nan,0,0,0
28,185.626,0.538717,10700,0
29,197.643,0.505964,11300,0
30,-nan,0,0,0
31,498.571,0.200573,10900,0
32,191.48,0.522247,8500,0
33,542.322,0.184392,8000,0
34,-nan,0,0,0
35,856.055,0.116815,9400,0
36,1567.32,0.0638031,7300,0
37,834.997,0.119761,12100,0
38,341.973,0.292421,6800,0
39,961.045,0.104053,7200,0
