200.733	0.0169823
148.182	0.0688343
173.63	0.329154
214.848	0.0343555
208.5	0.0192076
217.267	0.0169049
223.152	0.0182319
206.267	0.016505
178.417	0.0804549
206.2	0.0159575
201.8	5.22298
220.727	0.0147058
235.667	0.0410866
183.394	0.0740287
239.576	0.0230848
192.333	0.0170519
193.467	0.0601508
216.133	0.0181084
225.944	0.0403577
221.111	0.0589548
198	0.990502
197.056	0.0572833
218.444	0.187136
205.8	0.0214006
208.848	0.0348318
198.111	2.14406
211.697	0.0159638
214.278	0.0246352
186.667	0.0388196
239.091	0.0234421
201.697	0.0408488
204	1.77272
211.455	0.0364334
202.056	0.0326338
200.5	2.61887
192.424	0.0218069
216.111	0.0654607
213.758	0.0312618
202.778	0.063494
201.455	1.5646
184.303	0.0159298
223.697	0.0178969
159.407	0.415009
207.704	0.0158849
230.267	0.0188619
123.333	2.02046
208.606	0.0155896
191.056	0.0174666
220.389	0.0210767
222.722	0.0925282
201.889	1.81682
221.389	0.0208289
203.333	1.31354
222.788	0.030017
222.444	0.111302
197.133	2.27887
219.63	0.0246193
184.611	3.87477
222.222	0.0186023
203.758	0.335853
221.758	5.19411
212.933	0.169252
234.545	0.237921
234.296	0.174047
187.818	2.97333
236.606	0.127499
199.926	0.120067
241.152	0.20979
219.212	2.55016
205.879	0.194305
219.939	0.20249
209.185	0.124444
220.722	0.194562
240.778	0.19236
221.133	0.154166
199.481	0.122961
203.185	2.49625
215.556	0.211035
198.667	0.198628
211.111	2.91353
223.133	1.74618
196	0.552833
188.111	8.54892
190.944	4.16641
207.758	0.831626
215.167	5.65506
216	3.7313
208.182	2.77102
211.212	0.120482
182.606	5.41828
196.303	0.153784
206.278	2.06869
222.933	1.4519
194.722	2.20646
237.636	1.18203
215.636	0.147762
228.727	1.90124
219.394	1.00601
196.067	0.200834
223.389	0.248073
191.111	4.16272
200.303	2.72055
200.889	7.56104
215.467	0.298116
186.444	7.0251
186.545	5.90293
207.152	2.35978
190.606	6.03284
232	0.14273
200.8	2.35358
208.778	1.56468
184.533	2.93202
235.722	0.879445
217.576	0.822461
222.364	1.9882
214.111	1.18692
120.848	23.0782
55.6364	34.8422
60.2963	33.4633
207.533	3.13173
207.111	0.0682559
212.833	1.42571
202.933	0.0277748
230.933	0.264038
229.4	0.242351
225.111	1.50958
229.778	1.85626
196	0.0663312
204.067	0.0302648
228.944	0.0151183
198.933	0.0140884
234.111	0.0324489
200.545	0.0157658
196.727	0.0163517
202.788	0.0159704
219.222	0.0150209
207.722	3.78921
120.444	1.10884
202.727	0.0133306
204.121	0.0148085
208	0.0149122
194.97	0.0154645
191.722	0.318228
219.4	0.154096
220	0.260158
195.818	0.158042
191.733	2.58787
207.333	4.47884
162.97	1.80885
238.606	1.13704
220.848	0.159251
233.333	0.119704
246.611	0.18243
-nan	-nan
216.667	3.63657
239.037	0.807415
233.833	0.111755
252.545	1.35812
220.606	2.0212
236.533	0.157365
229.091	2.02189
239.889	0.43443
195.758	3.62436
205.455	0.201685
189.333	0.152094
225.389	0.192677
184.167	0.434135
-nan	-nan
236.242	0.169837
102	0.236648
172.733	0.155478
204.444	0.203694
203.333	0.137196
200.889	2.55326
196.815	4.88048
193.4	7.44809
204.333	2.407
211	2.64379
214.333	2.03796
147.926	0.250207
199.185	0.100484
202.4	0.115566
194.182	0.135042
206.303	0.120947
207.879	0.131542
197.152	0.582668
215.8	2.09175
219.697	0.124831
169.867	1.81792
194.727	0.167369
185.091	1.0224
211.167	0.190791
190.778	1.97871
195.611	5.21667
258.519	1.71036
252.519	0.549775
221.333	8.555
249.259	0.920233
242.148	0.300184
231.556	4.92702
188.667	0.106004
273.481	0.53951
230.167	0.172499
208.833	0.1
210.889	0.113623
205.667	0.0905881
198.389	0.0984577
217	0.105811
212.944	1.73623
