223.697	0.0160491
222.111	0.0184912
148.424	1.46358
199.067	0.0841541
208	0.0183966
216.788	0.0448606
213.333	1.72153
224.182	0.0161237
215.394	0.0185987
236.222	0.0174407
198.944	5.52525
229.133	0.0162835
229.394	0.0186854
222	2.0429
183.667	0.0724802
213.933	0.0336092
202.242	0.0169001
206.267	0.0184589
185.867	1.50634
209.939	0.0189917
206.519	0.016293
201	0.0182401
209.133	0.0235314
216.485	0.0193669
210.733	0.0493594
218.485	0.0227932
195.167	1.56267
215	0.0282979
208.97	0.0164029
218.444	0.0145734
202.303	1.88159
207.833	0.0562105
206.067	1.01777
209.758	0.0180346
218.5	2.17681
206	0.0217141
212.061	0.294051
189.939	1.91402
221.394	0.129209
171.933	1.74513
209.481	0.0913833
193.6	0.0207284
219.697	0.212266
232.556	0.0167122
242.97	0.155469
195.926	0.0224768
212.909	1.88002
188.8	5.47945
192.909	0.0654947
212.333	0.0163361
198.364	0.0222132
223.556	0.0193689
187.455	2.77049
181.6	0.093992
201.111	0.0646661
225.939	0.0162914
193.222	0.0289384
228.545	0.0169737
210.97	0.0272948
203.833	0.0172412
