node,throughput,latency,receivedByte,numCoding
0,inf,0,68800,178
1,inf,0,71700,226
2,inf,0,74700,128
3,inf,0,73000,40
4,inf,0,95400,107
5,inf,0,29600,3
6,inf,0,42200,3
7,inf,0,94400,5
8,inf,0,76200,10
9,inf,0,13900,0
10,inf,0,14900,0
11,inf,0,70300,0
12,inf,0,43000,0
13,inf,0,29400,0
14,inf,0,44500,2
15,inf,0,42300,0
16,inf,0,36300,0
17,inf,0,40600,53
18,inf,0,36300,11
19,inf,0,25200,0
20,-nan,0,0,0
21,1224.29,0.0816802,15300,0
22,-nan,0,0,0
23,1118.06,0.0894405,15600,0
24,-nan,0,0,0
25,893.959,0.111862,15700,0
26,989.95,0.101015,20100,0
27,1042.95,0.0958816,13100,0
28,1000.27,0.0999734,14000,0
29,860.798,0.116171,14900,0
30,1173.01,0.0852506,20100,0
31,658.182,0.151934,13900,0
32,-nan,0,0,0
33,421.255,0.237386,12500,0
34,1149.62,0.0869854,13900,0
35,600.091,0.166641,12600,0
36,-nan,0,0,0
37,730.269,0.136936,12800,0
38,1243.18,0.0804388,13200,0
39,-nan,0,0,0
