node,throughput,latency,receivedByte,numCoding
0,inf,0,81400,160
1,inf,0,60500,140
2,inf,0,71600,200
3,inf,0,76000,117
4,inf,0,63200,0
5,inf,0,15600,0
6,inf,0,15500,0
7,inf,0,73300,0
8,inf,0,62800,0
9,inf,0,13900,0
10,inf,0,13900,0
11,inf,0,50000,0
12,inf,0,26400,0
13,-nan,0,0,0
14,-nan,0,0,0
15,inf,0,53700,0
16,inf,0,33700,0
17,inf,0,35600,72
18,inf,0,33900,58
19,inf,0,48100,2
20,-nan,0,0,0
21,298.036,0.33553,15500,0
22,1247.64,0.0801513,14000,0
23,1110.89,0.0900181,14500,0
24,inf,0,7700,0
25,-nan,0,0,0
26,-nan,0,0,0
27,701.87,0.142477,14200,0
28,82.537,1.21158,15200,0
29,225.666,0.443132,14800,0
30,-nan,0,0,0
31,-nan,0,0,0
32,-nan,0,0,0
33,1076.88,0.0928606,13900,0
34,851.741,0.117407,12500,0
35,195.042,0.512711,12400,0
36,-nan,0,0,0
37,23.587,4.23962,11100,0
38,17.9242,5.57906,7700,0
39,1324.25,0.0755146,13500,0
