node,throughput,latency,receivedByte,numCoding
0,inf,0,84500,188
1,inf,0,84300,261
2,inf,0,97100,274
3,inf,0,86500,54
4,inf,0,117800,28
5,inf,0,64500,0
6,inf,0,57400,84
7,inf,0,87800,19
8,inf,0,61600,15
9,inf,0,12600,0
10,-nan,0,0,0
11,inf,0,50300,11
12,inf,0,27000,0
13,-nan,0,0,0
14,inf,0,12800,0
15,inf,0,12800,0
16,inf,0,28200,0
17,inf,0,41000,128
18,inf,0,28200,0
19,inf,0,26700,0
20,-nan,0,0,0
21,18.1523,5.50896,10900,0
22,1178.65,0.084843,13200,0
23,1418.57,0.0704935,13300,0
24,-nan,0,0,0
25,17.2363,5.8017,11200,0
26,1255.43,0.0796543,13600,0
27,917.415,0.109002,13000,0
28,1017.2,0.0983094,14300,0
29,995.311,0.100471,12100,0
30,889.07,0.112477,12600,0
31,767.207,0.130343,13200,0
32,-nan,0,0,0
33,1258.56,0.0794558,12800,0
34,644.316,0.155203,9800,0
35,15.0551,6.64225,8900,0
36,1817.96,0.0550066,13000,0
37,472.627,0.211584,11700,0
38,1143.08,0.0874828,13300,0
39,-nan,0,0,0
