node,throughput,latency,receivedByte,numCoding
0,inf,0,25400,7
1,inf,0,17000,2
2,inf,0,26300,93
3,inf,0,17600,4
4,inf,0,59200,0
5,inf,0,35600,66
6,inf,0,30200,37
7,inf,0,52100,33
8,inf,0,64500,0
9,inf,0,40300,83
10,inf,0,33200,12
11,inf,0,49300,0
12,inf,0,53800,0
13,inf,0,29200,66
14,inf,0,48000,56
15,inf,0,55900,0
16,inf,0,36800,0
17,inf,0,34900,102
18,inf,0,28000,33
19,inf,0,24500,0
20,1320.62,0.0757218,11900,0
21,1388.99,0.0719946,11900,0
22,1703,0.0994842,20500,0
23,949.442,0.105325,11800,0
24,1087.9,0.0919205,10700,0
25,-nan,0,0,0
26,725.765,0.137786,10100,0
27,-nan,0,0,0
28,91.5318,1.09252,8400,0
29,937.11,0.106711,9300,0
30,1154.2,0.08664,9500,0
31,72.0345,1.38822,7500,0
32,92.381,1.08247,7200,0
33,67.8814,1.47316,7800,0
34,931.009,0.10741,8500,0
35,1164.42,0.0858799,7700,0
36,994.807,0.100522,6400,0
37,53.8085,1.85844,6200,0
38,1241.04,0.0805773,5700,0
39,1454.31,0.068761,6600,0
