node,throughput,latency,receivedByte,numCoding
0,inf,0,70400,164
1,inf,0,58200,193
2,inf,0,63600,158
3,inf,0,55100,56
4,inf,0,89200,2
5,inf,0,33300,0
6,inf,0,47100,0
7,inf,0,70000,21
8,inf,0,75900,92
9,inf,0,14300,0
10,inf,0,28400,0
11,inf,0,50600,0
12,inf,0,76000,0
13,inf,0,35800,0
14,inf,0,26900,54
15,inf,0,21500,0
16,inf,0,39700,0
17,inf,0,39000,37
18,inf,0,40500,50
19,inf,0,53300,0
20,-nan,0,0,0
21,139.663,0.716007,16400,0
22,1447.02,0.0691077,14800,0
23,1458.59,0.0685591,13700,0
24,-nan,0,0,0
25,125.219,0.798599,16400,0
26,-nan,0,0,0
27,747.481,0.133783,12000,0
28,1506.13,0.0663953,17300,0
29,880.812,0.113532,14000,0
30,-nan,0,0,0
31,-nan,0,0,0
32,-nan,0,0,0
33,1573.86,0.0635382,15200,0
34,181.213,0.551836,14200,0
35,737.312,0.135628,14100,0
36,151.102,0.661805,13300,0
37,1081.51,0.092463,14300,0
38,1188.75,0.0841221,13500,0
39,592.145,0.168878,10200,0
