node,throughput,latency,receivedByte,numCoding
0,inf,0,24400,0
1,inf,0,7200,0
2,inf,0,8600,0
3,inf,0,15300,0
4,inf,0,52700,0
5,inf,0,51800,0
6,inf,0,88800,67
7,inf,0,26300,0
8,inf,0,66900,4
9,inf,0,61200,77
10,inf,0,95100,78
11,inf,0,65000,36
12,inf,0,7100,0
13,-nan,0,0,0
14,inf,0,6900,0
15,inf,0,14700,0
16,inf,0,14500,0
17,inf,0,14900,4
18,inf,0,14500,0
19,inf,0,7800,0
20,inf,0,7600,0
21,-nan,0,0,0
22,-nan,0,0,0
23,-nan,0,0,0
24,27.8193,3.59463,8400,0
25,26.0365,3.84077,9100,0
26,26.7937,3.73222,8400,0
27,23.6912,4.22097,8600,0
28,21.5662,4.63688,7300,0
29,21.6646,4.61581,7800,0
30,21.6475,4.61947,6300,0
31,31.1421,3.21108,6600,0
32,28.4524,3.51465,7200,0
33,288.955,0.346075,8600,0
34,2223.08,0.0449826,6600,0
35,25.1205,3.98082,5100,0
36,625.499,0.159872,7600,0
37,-nan,0,0,0
38,38.6107,2.58996,5100,0
39,918.503,0.108873,6900,0
