node,throughput,latency,receivedByte,numCoding
0,inf,0,32800,90
1,inf,0,23700,0
2,inf,0,29800,1
3,inf,0,31700,20
4,inf,0,13100,0
5,-nan,0,0,0
6,-nan,0,0,0
7,-nan,0,0,0
8,-nan,0,0,0
9,-nan,0,0,0
10,-nan,0,0,0
11,-nan,0,0,0
12,-nan,0,0,0
13,-nan,0,0,0
14,-nan,0,0,0
15,-nan,0,0,0
16,-nan,0,0,0
17,-nan,0,0,0
18,-nan,0,0,0
19,-nan,0,0,0
20,1666.33,0.0600121,19100,0
21,-nan,0,0,0
22,1560.38,0.064087,10700,0
23,1437.26,0.0695767,9700,0
24,-nan,0,0,0
25,-nan,0,0,0
26,-nan,0,0,0
27,-nan,0,0,0
28,-nan,0,0,0
29,-nan,0,0,0
30,-nan,0,0,0
31,-nan,0,0,0
32,-nan,0,0,0
33,-nan,0,0,0
34,-nan,0,0,0
35,-nan,0,0,0
36,-nan,0,0,0
37,-nan,0,0,0
38,-nan,0,0,0
39,-nan,0,0,0
