node,throughput,latency,receivedByte,numCoding
0,inf,0,26700,34
1,inf,0,24500,82
2,inf,0,25100,81
3,inf,0,27000,28
4,inf,0,8600,0
5,inf,0,8800,0
6,inf,0,13700,0
7,inf,0,13700,0
8,inf,0,14000,0
9,inf,0,15600,37
10,inf,0,14100,23
11,inf,0,15500,1
12,inf,0,10400,3
13,inf,0,12800,46
14,inf,0,10300,19
15,inf,0,13000,0
16,inf,0,12600,1
17,inf,0,13100,39
18,inf,0,12400,35
19,inf,0,12900,4
20,1141.39,0.0876122,8400,0
21,1603.27,0.0623723,8400,0
22,1194.47,0.0837191,8200,0
23,1362.13,0.0734143,7700,0
24,21.4957,4.6521,4400,0
25,-nan,0,0,0
26,20.8162,4.80396,4200,0
27,-nan,0,0,0
28,1656.44,0.0603703,5300,0
29,1575.7,0.063464,6300,0
30,-nan,0,0,0
31,1293.53,0.0773081,5600,0
32,-nan,0,0,0
33,1537.33,0.0650477,4900,0
34,1586.11,0.0630473,4500,0
35,399.315,0.250429,5000,0
36,2217.62,0.0450934,3900,0
37,1793.86,0.0557458,4400,0
38,1879.05,0.0532184,4000,0
39,1192.01,0.0838917,3800,0
