node,throughput,latency,receivedByte,numCoding
0,inf,0,89300,7
1,inf,0,101400,331
2,inf,0,83300,239
3,inf,0,97900,109
4,inf,0,165300,196
5,inf,0,184100,844
6,inf,0,143400,558
7,inf,0,190000,293
8,inf,0,141400,118
9,inf,0,169500,812
10,inf,0,139700,511
11,inf,0,164800,100
12,inf,0,32500,0
13,inf,0,35100,144
14,inf,0,33700,130
15,inf,0,34100,0
16,inf,0,81700,117
17,inf,0,82800,441
18,inf,0,77000,322
19,inf,0,88700,32
20,1980.81,0.0504844,20800,0
21,1294.72,0.0772369,24600,0
22,1593.96,0.062737,24800,0
23,1735.14,0.0576323,24400,0
24,1872.78,0.0533964,22800,0
25,1922.13,0.0520256,20400,0
26,1391.75,0.0718518,19800,0
27,2153.95,0.0464264,17200,0
28,1763.14,0.056717,19300,0
29,856.048,0.116816,19900,0
30,2093.6,0.0477647,16600,0
31,784.172,0.127523,18200,0
32,1719.22,0.058166,17200,0
33,1119.01,0.0893643,19300,0
34,1368.42,0.0730771,18900,0
35,1806.82,0.0553459,17800,0
36,1201.54,0.0832265,17000,0
37,1938.86,0.0515766,17000,0
38,1866.01,0.0535903,16300,0
39,1001.03,0.0998975,16800,0
40,1563.11,0.0639751,15300,0
41,542.212,0.18443,15500,0
42,1354.02,0.0738539,13400,0
43,1261.74,0.0792557,16500,0
44,2068.21,0.048351,13100,0
45,2184.66,0.0457738,12900,0
46,1286.33,0.0777405,12400,0
47,1420.87,0.0703795,15300,0
48,456.408,0.219102,15600,0
49,2007.92,0.0498027,15300,0
50,3091.51,0.0323466,14300,0
51,387.205,0.258261,15600,0
52,2236.29,0.0447168,12900,0
53,404.667,0.247117,14600,0
54,-nan,0,0,0
55,428.485,0.23338,14900,0
56,641.546,0.155874,12900,0
57,340.081,0.294047,14300,0
58,2901.71,0.0344625,12300,0
59,316.704,0.315752,13400,0
