node,throughput,latency,receivedByte,numCoding
0,inf,0,8600,0
1,-nan,0,0,0
2,-nan,0,0,0
3,-nan,0,0,0
4,inf,0,30700,0
5,inf,0,35400,0
6,inf,0,48500,0
7,inf,0,43900,0
8,inf,0,52300,11
9,inf,0,83800,70
10,inf,0,75600,0
11,inf,0,39100,0
12,inf,0,34000,0
13,inf,0,12200,0
14,inf,0,29700,0
15,inf,0,23200,8
16,inf,0,22000,0
17,inf,0,20200,0
18,inf,0,18200,0
19,-nan,0,0,0
20,-nan,0,0,0
21,-nan,0,0,0
22,-nan,0,0,0
23,-nan,0,0,0
24,24.9229,4.01237,7700,0
25,26.1308,3.8269,8400,0
26,23.4284,4.26832,7900,0
27,939.448,0.106445,11500,0
28,20.3121,4.92317,6500,0
29,20.939,4.77578,6900,0
30,35.9912,2.77846,5900,0
31,19.658,5.08699,6000,0
32,-nan,0,0,0
33,17.2275,5.80469,5200,0
34,-nan,0,0,0
35,22.6582,4.41341,5900,0
36,180.983,0.552537,6400,0
37,36.3102,2.75404,5200,0
38,174.677,0.572487,5500,0
39,34.374,2.90917,5000,0
