node,throughput,latency,receivedByte,numCoding
0,inf,0,9000,0
1,inf,0,9000,0
2,inf,0,15900,0
3,inf,0,18000,21
4,inf,0,38800,15
5,inf,0,54800,174
6,inf,0,40400,81
7,inf,0,46100,57
8,inf,0,29700,0
9,inf,0,36400,121
10,inf,0,22200,54
11,inf,0,28400,0
12,inf,0,22000,0
13,inf,0,22000,0
14,inf,0,18900,0
15,inf,0,18600,0
16,inf,0,16400,0
17,inf,0,12500,0
18,inf,0,14000,0
19,inf,0,14000,0
20,1994.84,0.0501294,8800,0
21,287.552,0.347763,10000,0
22,1614.07,0.0619552,9000,0
23,285.757,0.349948,9000,0
24,2315.57,0.0431859,7800,0
25,332.797,0.300484,8900,0
26,1361.35,0.0734567,7500,0
27,265.149,0.377146,8100,0
28,2038.38,0.0490585,6200,0
29,1898.49,0.0526736,7100,0
30,1776.77,0.056282,6900,0
31,130.96,0.763594,5900,0
32,2038.09,0.0490656,6400,0
33,2219.67,0.0450517,6200,0
34,178.004,0.561786,4800,0
35,100.739,0.992666,4800,0
36,155.585,0.642735,3900,0
37,88.1047,1.13501,4600,0
38,127.413,0.784847,3500,0
39,74.4683,1.34285,3300,0
