node,throughput,latency,receivedByte,numCoding
0,inf,0,10100,0
1,inf,0,17000,70
2,inf,0,10100,1
3,inf,0,16200,0
4,inf,0,41200,2
5,inf,0,44100,179
6,inf,0,39900,155
7,inf,0,43600,19
8,inf,0,27500,0
9,inf,0,32600,109
10,inf,0,28300,66
11,inf,0,31900,0
12,inf,0,24800,0
13,inf,0,24800,0
14,inf,0,14100,0
15,inf,0,14100,0
16,inf,0,10800,0
17,inf,0,10800,0
18,inf,0,15600,0
19,inf,0,15600,0
20,1902.88,0.0525519,10200,0
21,787.444,0.126993,10300,0
22,1934.77,0.0516857,8700,0
23,1690.78,0.0591442,6700,0
24,2044.93,0.0489014,9300,0
25,2275.26,0.0439511,9500,0
26,1347.21,0.0742274,7100,0
27,1652.79,0.0605037,8900,0
28,1667.64,0.0599649,7400,0
29,1862.05,0.0537041,8200,0
30,1419.79,0.0704328,7100,0
31,49.9792,2.00083,5100,0
32,1916.77,0.0521711,6900,0
33,2155.68,0.0463891,6400,0
34,63.2573,1.58084,4100,0
35,34.2433,2.92028,3600,0
36,57.8109,1.72978,3500,0
37,31.8125,3.14342,3000,0
38,47.9125,2.08714,3200,0
39,28.0162,3.56936,2400,0
