node,throughput,latency,receivedByte,numCoding
0,inf,0,64400,127
1,inf,0,81400,156
2,inf,0,91000,193
3,inf,0,72100,69
4,inf,0,117800,37
5,inf,0,76800,114
6,inf,0,63800,135
7,inf,0,118100,74
8,inf,0,50600,0
9,inf,0,14400,0
10,-nan,0,0,0
11,inf,0,46000,13
12,inf,0,14400,0
13,inf,0,14400,0
14,-nan,0,0,0
15,inf,0,39500,0
16,inf,0,26900,0
17,inf,0,26900,0
18,inf,0,26700,0
19,inf,0,26600,0
20,-nan,0,0,0
21,1250.17,0.0799891,12800,0
22,-nan,0,0,0
23,455.405,0.219585,15000,0
24,-nan,0,0,0
25,346.519,0.288585,15400,0
26,-nan,0,0,0
27,356.917,0.280177,14800,0
28,520.271,0.192208,14000,0
29,283.109,0.353221,15100,0
30,1268.55,0.0788299,12900,0
31,266.828,0.374774,14100,0
32,-nan,0,0,0
33,844.428,0.118423,13700,0
34,318.207,0.314261,10000,0
35,381.36,0.262219,15600,0
36,-nan,0,0,0
37,259.422,0.385472,13700,0
38,397.451,0.251603,9100,0
39,255.168,0.391899,12800,0
