node,throughput,latency,receivedByte,numCoding
0,-nan,0,0,0
1,-nan,0,0,0
2,inf,0,10300,0
3,inf,0,18000,0
4,inf,0,61600,44
5,inf,0,63500,277
6,inf,0,57400,232
7,inf,0,54300,57
8,-nan,0,0,0
9,-nan,0,0,0
10,-nan,0,0,0
11,-nan,0,0,0
12,inf,0,33200,12
13,inf,0,41400,197
14,inf,0,33800,111
15,inf,0,40200,1
16,-nan,0,0,0
17,-nan,0,0,0
18,-nan,0,0,0
19,-nan,0,0,0
20,2293.22,0.0436068,8800,0
21,1836.66,0.0544466,10000,0
22,1577.42,0.0633947,8800,0
23,1520.74,0.0657575,8600,0
24,1384.89,0.0722077,8600,0
25,2333.71,0.0428501,8200,0
26,1754.29,0.0570031,8100,0
27,1838.13,0.0544031,7600,0
28,1165.27,0.0858173,6700,0
29,935.54,0.10689,7900,0
30,2232.35,0.0447958,6000,0
31,1859.88,0.0537669,6700,0
32,2058.26,0.0485846,5400,0
33,2002.14,0.0499466,5300,0
34,1820.42,0.0549322,5100,0
35,1891.06,0.0528803,4600,0
36,2067.3,0.0483724,3700,0
37,1138.09,0.0878668,4600,0
38,1158.96,0.0862839,3600,0
39,910.909,0.10978,3600,0
