node,throughput,latency,receivedByte,numCoding
0,inf,0,48800,28
1,inf,0,31100,130
2,inf,0,50000,293
3,inf,0,32600,0
4,inf,0,39700,9
5,inf,0,52800,246
6,inf,0,40300,117
7,inf,0,81800,2
8,inf,0,44400,29
9,inf,0,48600,191
10,inf,0,45700,136
11,inf,0,50200,0
12,inf,0,55400,1
13,inf,0,50100,194
14,inf,0,45500,147
15,inf,0,59100,0
16,inf,0,29500,0
17,inf,0,22400,7
18,inf,0,30900,92
19,inf,0,22400,0
20,inf,0,42400,5
21,inf,0,59000,190
22,inf,0,54500,149
23,inf,0,46200,15
24,inf,0,82200,5
25,inf,0,62900,226
26,inf,0,52500,124
27,inf,0,89100,18
28,2242.01,0.0446028,9500,0
29,2130.92,0.046928,9200,0
30,1431.95,0.0698346,9300,0
31,2118.72,0.0471982,9700,0
32,1745.93,0.057276,9600,0
33,1731.79,0.0577436,8100,0
34,1931.13,0.051783,9700,0
35,1622.11,0.061648,10500,0
36,1915.61,0.0522026,11200,0
37,2303.96,0.0434035,9300,0
38,1337.34,0.0747755,9700,0
39,1247.46,0.0801626,9200,0
40,2036.64,0.0491004,8900,0
41,1779.48,0.0561963,10700,0
42,1441.03,0.0693949,9600,0
43,1991.18,0.0502215,10100,0
44,904.797,0.110522,10000,0
45,2202.52,0.0454026,9300,0
46,1798.4,0.0556051,9800,0
47,1104.49,0.0905391,10400,0
48,1748.71,0.0571849,10300,0
49,1765.21,0.0566504,9100,0
50,1376.88,0.072628,9800,0
51,2008.26,0.0497944,10000,0
52,1655.7,0.0603976,8900,0
53,2034.02,0.0491638,8700,0
54,2108.97,0.0474166,9200,0
55,1964.54,0.0509024,9600,0
56,1648.15,0.060674,11000,0
57,1596.23,0.0626476,10300,0
58,1736.9,0.0575737,9300,0
59,1760.25,0.0568101,10700,0
60,1959.44,0.051035,10600,0
61,1378.02,0.0725678,9500,0
62,2124.06,0.0470797,10000,0
63,2125.71,0.047043,10100,0
64,1296.61,0.0771241,9300,0
65,1202.27,0.0831761,10500,0
66,1038.96,0.0962501,11000,0
67,1357.29,0.0736764,8700,0
